cog.000460	arCOG01676	H	ThiF	Dinucleotide-utilizing enzyme involved in molybdopterin and thiamine biosynthesis or Ubiquitin activating enzyme E1
cog.000203	arCOG01726	H	IspA	Geranylgeranyl pyrophosphate synthase
cog.000747	arCOG01904	H	-	CTP-dependent Riboflavin kinase
cog.000341	arCOG00069	H	NadE	NH3-dependent NAD+ synthetase
cog.000842	arCOG00972	H	NadR	Nicotinamide/nicotinate mononucleotide adenylyltransferase, archaeal
cog.000775	arCOG04076	H	DPCK	Dephospho-CoA Kinase
cog.000613	arCOG04137	H	SAM1	S-adenosylhomocysteine hydrolase
cog.000803	arCOG01482	H	NadC	Nicotinate-nucleotide pyrophosphorylase
cog.000489	arCOG01045	H	-	Bacterial dephospho-CoA kinase homolog
cog.000254	arCOG02250	H	EcfT	Energy-coupling factor transporter transmembrane protein EcfT
cog.000801	arCOG00476	H	UbiA	4-hydroxybenzoate polyprenyltransferase or related prenyltransferase
cog.001070	arCOG00638	H	ThiL	Thiamine monophosphate kinase
cog.000725	arCOG04263	H	-	Pantoate kinase
cog.001036	arCOG01223	H	CAB4	Phosphopantetheine adenylyltransferase
cog.001222	arCOG00613	H	LldD/Idi	FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase
cog.000866	arCOG01704	H	Dfp	Phosphopantothenoylcysteine synthetase/decarboxylase
cog.000989	arCOG04303	H	FolK	7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK, Rossmann fold enzyme
cog.000578	arCOG02714	H	CofE	F(420)-0:gamma-glutamyl ligase, F420 coenzyme biosynthesis enzyme
cog.001149	arCOG00021	H	ThiN	Thiamine-phosphate synthase and thiamin biosynthesis regulator ThiR
cog.000258	arCOG04213	I	INO1	Myo-inositol-1-phosphate synthase
cog.001126	arCOG04260	I	HMG1	Hydroxymethylglutaryl-CoA reductase
cog.000535	arCOG01028	I	ERG12	Mevalonate kinase
cog.000655	arCOG04106	I	CdsA	CDP-diglyceride synthetase
cog.000890	arCOG01767	I	PksG	3-hydroxy-3-methylglutaryl CoA synthase
cog.000332	arCOG00670	I	PgsA	Phosphatidylglycerophosphate synthase
cog.000512	arCOG01278	I	PaaJ	Acetyl-CoA acetyltransferase
cog.001229	arCOG04761	I	UppP	Undecaprenyl pyrophosphate phosphatase
cog.000198	arCOG00541	J	YSH1	5'-3' Exoribonuclease of the beta-lactamase fold involved in RNA processing
cog.000820	arCOG01563	J	GCD11	Translation initiation factor 2, gamma subunit eIF-2 gamma, GTPase
cog.000407	arCOG00973	J	RsmB	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family
cog.000797	arCOG00487	J	ArgS	Arginyl-tRNA synthetase
cog.000869	arCOG01574	J	Rrp42	Exosome complex RNA-binding protein Rrp42, RNase PH superfamily
cog.000634	arCOG00042	J	TilS	tRNA(Ile)-lysidine synthase TilS/MesJ
cog.000736	arCOG04372	J	RplK	Ribosomal protein L11
cog.000785	arCOG04176	J	TIF6	Translation initiation factor 6 (eIF-6)
cog.000808	arCOG04242	J	RplM	Ribosomal protein L13
cog.000770	arCOG01751	J	Rpl7Ae	Ribosomal protein L7AE
cog.000740	arCOG01741	J	PelA	Release factor eRF1
cog.000761	arCOG00780	J	RPL18A	Ribosomal protein L18E
cog.000782	arCOG04243	J	RpsI	Ribosomal protein S9
cog.000963	arCOG04208	J	RPL43A	Ribosomal protein L37AE/L43A
cog.000938	arCOG04185	J	RpsO	Ribosomal protein S15P
cog.000809	arCOG00985	J	Tma20	Predicted RNA-binding protein, contains PUA domain
cog.000889	arCOG04182	J	RPS24A	Ribosomal protein S24E
cog.000789	arCOG04107	J	SUI2	Translation initiation factor 2, alpha subunit (eIF-2alpha)
cog.000663	arCOG00543	J	FttA	Transcription termination factor, consists of metallo-beta-lactamase domain and an RNA-binding KH domain
cog.000754	arCOG01946	J	RPS6A	Ribosomal protein S6E/S10
cog.000337	arCOG00401	J	ThrS	Threonyl-tRNA synthetase
cog.000841	arCOG04187	J	Sdo1	Ribosome maturation protein Sdo1
cog.000912	arCOG04245	J	RpsB	Ribosomal protein S2
cog.000790	arCOG01255	J	AlaS	Alanyl-tRNA synthetase
cog.000755	arCOG01863	J	MBF1	Ribosome-binding protein aMBF1, translation factor, contains Zn-ribbon and HTH domains
cog.000628	arCOG01561	J	TEF1	Translation elongation factor EF-1 alpha,  GTPase
cog.000830	arCOG04314	J	RPS28A	Ribosomal protein S28E/S33
cog.000835	arCOG00678	J	Rrp4	Exosome complex RNA-binding protein Rrp4, contains S1 and KH domains
cog.000794	arCOG01185	J	Bud32	tRNA A-37 threonylcarbamoyl transferase component Bud32
cog.000875	arCOG01640	J	GCD7	Translation initiation factor 2, beta subunit (eIF-2beta)/eIF-5 N-terminal domain
cog.000980	arCOG01758	J	RpsJ	Ribosomal protein S10
cog.000880	arCOG01575	J	Rph/Rrp42	Ribonuclease PH
cog.000810	arCOG04154	J	RPS8A	Ribosomal protein S8E
cog.001012	arCOG01560	J	InfB	Translation initiation factor 2 (IF-2; GTPase)
cog.000760	arCOG04277	J	Efp	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)
cog.001065	arCOG04240	J	RpsK	Ribosomal protein S11
cog.000717	arCOG04055	J	-	Archease
cog.000729	arCOG04174	J	TYW1	Wybutosine (yW) biosynthesis enzyme
cog.001048	arCOG04318	J	-	Predicted RNA-binding protein of the translin family
cog.000917	arCOG04312	J	Fcf1	rRNA-processing protein FCF1
cog.000935	arCOG01742	J	eRF1	Peptide chain release factor eRF1
cog.000408	arCOG00501	J	Rnz	Ribonuclease Z,  beta-lactamase superfamily hydrolase
cog.000723	arCOG01183	J	Kae1p/TsaD	Subunit of KEOPS complex, tRNA A37 threonylcarbamoyltransferase, contains a domain with ASKHA fold and RIO-type kinase (AP-endonuclease activity)
cog.000788	arCOG04092	J	RplE	Ribosomal protein L5
cog.000954	arCOG01695	J	-	Predicted component of the ribosome quality control (RQC) complex
cog.000856	arCOG01015	J	Pus10	tRNA U54 and U55 pseudouridine synthase Pus10
cog.000858	arCOG01701	J	SEN2	tRNA splicing endonuclease
cog.001010	arCOG01219	J	TRM1	N2,N2-dimethylguanosine tRNA methyltransferase
cog.000783	arCOG04131	J	RsmA	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1
cog.000923	arCOG04255	J	RpsL	Ribosomal protein S12
cog.000715	arCOG04246	J	RtcB	tRNA-splicing ligase RtcB
cog.000540	arCOG00109	J	HemK	Methylase of polypeptide chain release factors
cog.000726	arCOG04093	J	RPS4A	Ribosomal protein S4E
cog.000854	arCOG04414	J	Pcc1	Subunit of KEOPS complex (Cgi121BUD32KAE1)
cog.001120	arCOG00410	J	PheS	Phenylalanyl-tRNA synthetase alpha subunit
cog.000926	arCOG04254	J	RpsG	Ribosomal protein S7
cog.000986	arCOG04473	J	RPL31A	Ribosomal protein L31E
cog.000420	arCOG00047	J	Trm11	tRNA G10  N-methylase Trm11
cog.000727	arCOG00406	J	AsnS	Aspartyl/asparaginyl-tRNA synthetase
cog.000799	arCOG00785	J	RpmC	Ribosomal protein L29
cog.000924	arCOG04129	J	RPL21A	Ribosomal protein L21E
cog.000795	arCOG04086	J	RpmD	Ribosomal protein L30
cog.000846	arCOG00721	J	Nob1	Endonuclease Nob1, consists of a PIN domain and a Zn-ribbon module
cog.001082	arCOG00079	J	FtsJ	23S rRNA U2552 (ribose-2'-O)-methylase RlmE/FtsJ
cog.000786	arCOG00784	J	POP4	RNase P/RNase MRP subunit p29
cog.000406	arCOG00358	J	DRG	Ribosome-interacting GTPase 1
cog.000950	arCOG00779	J	RplO	Ribosomal protein L15
cog.000742	arCOG04125	J	RCL1	RNA 3'-terminal phosphate cyclase
cog.001044	arCOG01722	J	RpsM	Ribosomal protein S13
cog.000838	arCOG00781	J	RPL32	Ribosomal protein L32E
cog.000874	arCOG00991	J	-	tRNA modification protein, contains pre-PUA and PUA domains
cog.000758	arCOG00307	J	RPP1	RNase P/RNase MRP subunit p30
cog.001153	arCOG04239	J	RpsD	Ribosomal protein S4 or related protein
cog.000756	arCOG04228	J	Pth2	Peptidyl-tRNA hydrolase
cog.000885	arCOG01752	J	RPL30	Ribosomal protein L30E
cog.000712	arCOG02197	J	Cgi121	Subunit of KEOPS complex (Cgi121BUD32KAE1)
cog.001104	arCOG01886	J	TyrS	Tyrosyl-tRNA synthetase
cog.000767	arCOG01365	J	POP5	RNase P/RNase MRP subunit POP5
cog.000868	arCOG01988	J	EFB1	Translation elongation factor EF-1beta
cog.000965	arCOG00404	J	HisS	Histidyl-tRNA synthetase
cog.000398	arCOG00808	J	ValS	Valyl-tRNA synthetase
cog.000804	arCOG01719	J	GatE	Archaeal Glu-tRNAGln amidotransferase subunit E (contains GAD domain)
cog.000607	arCOG00033	J	Trm5	Wybutosine (yW) biosynthesis enzyme Trm5, tRNA (guanine) methyltransferase
cog.000826	arCOG04087	J	RpsE	Ribosomal protein S5
cog.000947	arCOG04113	J	RplP	Ribosomal protein L10AE/L16
cog.000857	arCOG04096	J	RpsQ	Ribosomal protein S17
cog.000968	arCOG04098	J	RplV	Ribosomal protein L22
cog.000867	arCOG04089	J	RPL19A	Ribosomal protein L19E
cog.000898	arCOG00978	J	GCD14	tRNA(1-methyladenosine) methyltransferase
cog.000749	arCOG04130	J	-	Predicted RNA-binding protein
cog.000840	arCOG04090	J	RplF	Ribosomal protein L6P
cog.000911	arCOG00078	J	NOP1	Fibrillarin-like rRNA methylase
cog.001039	arCOG00405	J	GRS1	Glycyl-tRNA synthetase (class II)
cog.000702	arCOG00810	J	MetG	Methionyl-tRNA synthetase
cog.000819	arCOG04209	J	RPL15A	Ribosomal protein L15E
cog.000791	arCOG00987	J	TruB	Pseudouridine synthase
cog.001032	arCOG01344	J	RPS19A	Ribosomal protein S19E (S16A)
cog.000768	arCOG04149	J	NMD3	NMD protein affecting ribosome stability and mRNA decay
cog.000861	arCOG04109	J	RPL42A	Ribosomal protein L44E
cog.000658	arCOG01736	J	LigT	2'-5' RNA ligase
cog.000859	arCOG04095	J	RplN	Ribosomal protein L14
cog.000931	arCOG04252	J	TruD	tRNA(Glu) U13 pseudouridine synthase TruD
cog.000805	arCOG04097	J	RpsC	Ribosomal protein S3
cog.000952	arCOG10124	J	TYW2	Wybutosine (yW) biosynthesis enzyme TYW2, tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase transferase
cog.000939	arCOG04167	J	RPL14A	Ribosomal protein L14E/L6E/L27E
cog.001002	arCOG04289	J	RplA	Ribosomal protein L1
cog.000734	arCOG04091	J	RpsH	Ribosomal protein S8
cog.001009	arCOG00676	J	Csl4	Exosome complex RNA-binding protein Csl4, contains S1 and Zn-ribbon domains
cog.000956	arCOG04070	J	RplC	Ribosomal protein L3
cog.001022	arCOG00357	J	GTP1	Ribosome-binding ATPase YchF, GTP1/OBG family
cog.000891	arCOG04088	J	RplR	Ribosomal protein L18
cog.000576	arCOG00187	J	Rli1	Translation initiation factor RLI1, contains Fe-S and AAA+ ATPase domains
cog.000681	arCOG00807	J	IleS	Isoleucyl-tRNA synthetase
cog.000780	arCOG01701	J	SEN2	tRNA splicing endonuclease
cog.000988	arCOG04071	J	RplD	Ribosomal protein L4
cog.001041	arCOG04072	J	RplW	Ribosomal protein L23
cog.000640	arCOG00989	J	Tgt	Queuine/archaeosine tRNA-ribosyltransferase
cog.000901	arCOG00402	J	ProS	Prolyl-tRNA synthetase
cog.001095	arCOG04288	J	RplJ	Ribosomal protein L10
cog.000833	arCOG04094	J	RplX	Ribosomal protein L24
cog.001000	arCOG01923	J	SIK1	RNA processing factor Prp31, contains Nop domain
cog.000685	arCOG04302	J	GlnS	Glutamyl- or glutaminyl-tRNA synthetase
cog.001029	arCOG01952	J	SUA5	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC
cog.000876	arCOG04150	J	Krr1	rRNA processing protein Krr1/Pno1
cog.000827	arCOG04733	J	Tsr3	Ribosome biogenesis protein Tsr3, contains Fer4-like metal-binding domain ortholog of eukaryotic RNase L inhibitor RLI N-terminal domain
cog.000608	arCOG01179	J	InfA	Translation initiation factor 1 (IF-1)
cog.001142	arCOG00809	J	LeuS	Leucyl-tRNA synthetase
cog.001221	arCOG00412	J	PheT	Phenylalanyl-tRNA synthetase beta subunit
cog.001275	arCOG04327	J	RPS25	Ribosomal protein S25
cog.001031	arCOG04287	J	RPP1A	Ribosomal protein L12E/L44/L45/RPP1/RPP2
cog.000668	arCOG01887	J	TrpS	Tryptophanyl-tRNA synthetase
cog.001027	arCOG04122	J	Emg1	rRNA pseudouridine-1189 N-methylase Emg1
cog.008891	arCOG00033	J	Trm5	Wybutosine (yW) biosynthesis enzyme Trm5
cog.000831	arCOG00084	J	Tan1	tRNA(Ser,Leu) C12 N-acetylase TAN1, contains THUMP domain
cog.000699	arCOG00486	J	CysS	Cysteinyl-tRNA synthetase
cog.001177	arCOG04186	J	RPS1A	Ribosomal protein S3AE
cog.001242	arCOG04223	J	SUI1	Translation initiation factor 1 (eIF-1/SUI1)
cog.001132	arCOG00485	J	LysS	Lysyl-tRNA synthetase, class I
cog.001240	arCOG01559	J	FusA	Translation elongation factor G, EF-G (GTPase)
cog.001108	arCOG01950	J	RPL24A	Ribosomal protein L24E
cog.001304	arCOG04108	J	RPS27A	Ribosomal protein S27E
cog.000042	arCOG01981	K	SUA7	Transcription initiation factor TFIIB, Brf1 subunit/Transcription initiation factor TFIIB
cog.000733	arCOG04241	K	RpoA/Rpo1	DNA-directed RNA polymerase subunit D
cog.000102	arCOG02038	K	-	Sugar-specific transcriptional regulator TrmB
cog.000998	arCOG04153	K	-	RNA polymerase III subunit C34
cog.000714	arCOG04256	K	RpoC/Rpo11	DNA-directed RNA polymerase subunit A''
cog.000793	arCOG00675	K	RPB7	DNA-directed RNA polymerase, subunit E'/Rpb7
cog.000285	arCOG01764	K	SPT15	TATA-box binding protein (TBP), component of TFIID and TFIIB
cog.000391	arCOG01684	K	-	Heat shock transcriptional regulator, ArsR family
cog.000209	arCOG00770	K	DinG	Rad3-related DNA helicase
cog.000143	arCOG01580	K	-	DNA-binding transcriptional regulator, Lrp family
cog.000849	arCOG04257	K	RpoC/Rpo3	DNA-directed RNA polymerase subunit A'
cog.000314	arCOG00579	K	RPB9	DNA-directed RNA polymerase, subunit M/Transcription elongation factor TFIIS
cog.000622	arCOG04258	K	RPB5	DNA-directed RNA polymerase
cog.000914	arCOG01762	K	RpoB/Rpo2	DNA-directed RNA polymerase subunit B
cog.000975	arCOG00999	K	LSM1	Small nuclear ribonucleoprotein (snRNP) homolog
cog.001026	arCOG01761	K	NusA	Transcription elongation factor
cog.000097	arCOG01117	K	-	Lrp/AsnC family C-terminal domain
cog.000957	arCOG04111	K	RPB11	DNA-directed RNA polymerase
cog.000877	arCOG01762	K	RpoB/Rpo2	DNA-directed RNA polymerase subunit B
cog.000684	arCOG04270	K	TFA1	Transcription initiation factor IIE
cog.000764	arCOG01016	K	Rpo4	DNA-directed RNA polymerase, subunit Rpo4/RpoF
cog.000966	arCOG01361	K	ELP3	Histone acetyltransferase
cog.000543	arCOG01981	K	SUA7	Transcription initiation factor TFIIB, Brf1 subunit/Transcription initiation factor TFIIB
cog.001046	arCOG01268	K	Rpo6/RpoZ	DNA-directed RNA polymerase subunit K/omega
cog.001192	arCOG04077	K	Spt4	Transcription elongation factor Spt4/RpoE2
cog.000080	arCOG01681	K	ArsR	Transcriptional regulator containing HTH domain, ArsR family
cog.000205	arCOG01680	K	ArsR	Transcriptional regulator containing HTH domain, ArsR family
cog.001107	arCOG07192	K	-	Transcriptional regulator, PadR family
cog.001101	arCOG04244	K	RPB10	DNA-directed RNA polymerase
cog.000250	arCOG02724	L	Ada	Methylated DNA-protein cysteine methyltransferase
cog.000480	arCOG04121	L	RnhB	Ribonuclease HII
cog.000502	arCOG00439	L	MCM2	ATPase involved in replication control, Cdc46/Mcm family
cog.000216	arCOG00368	L	SbcC	ATPase involved in DNA repair, SbcC
cog.000249	arCOG00397	L	SbcD	DNA repair exonuclease, SbcD
cog.000659	arCOG00552	L	-	DNA replication initiation complex subunit, GINS23 family
cog.000110	arCOG00553	L	BRR2	Replicative superfamily II helicase
cog.000605	arCOG04110	L	PRI1	Eukaryotic-type DNA primase, catalytic (small) subunit
cog.000044	arCOG00280	L	-	HerA helicase
cog.000739	arCOG03013	L	PRI2	Eukaryotic-type DNA primase, large subunit
cog.000437	arCOG00488	L	DnaN	DNA polymerase sliding clamp subunit (PCNA homolog)
cog.000349	arCOG00459	L	Nth	EndoIII-related endonuclease
cog.000551	arCOG04281	L	DnaG	DNA primase (bacterial type)
cog.000574	arCOG00470	L	RFCL	Clamp loader ATPase, large subunit
cog.000175	arCOG00891	L	TatD	Mg-dependent DNase
cog.000750	arCOG00551	L	-	DNA replication initiation complex subunit, GINS15 family
cog.000268	arCOG00415	L	RadA	RecA/RadA recombinase, contains N-terminal HHH domain
cog.000255	arCOG00427	L	RecJ/Cdc45	Single-stranded DNA-specific exonuclease RecJ
cog.000365	arCOG04050	L	FEN1	5'-3' exonuclease
cog.000259	arCOG00872	L	MPH1	ERCC4-like helicase
cog.000784	arCOG04455	L	HYS2	Archaeal DNA polymerase II
cog.000612	arCOG15272	L	PolB1	DNA polymerase PolB1
cog.000386	arCOG01347	L	CDC9	ATP-dependent DNA ligase
cog.000771	arCOG00467	L	CDC6	Cdc6-related protein, AAA superfamily ATPase
cog.000705	arCOG04447	L	-	Archaeal DNA polymerase II
cog.001062	arCOG04143	L	-	DNA topoisomerase VI
cog.001105	arCOG04269	L	NreA	DNA repair protein NreA
cog.000693	arCOG00469	L	RFCS	Clamp loader ATPase, small subunit
cog.001273	arCOG04582	L	Dpo4/DinP	Family Y DNA polymerase
cog.000385	arCOG02037	L	-	TrmBL2-like chromatin binding protein containing coiled-coil insertion
cog.000691	-	M	-	Dolichyl-diphosphooligosaccharide-protein glycosyltransferase subunit STT3A
cog.000135	arCOG00666	M	GCD1	N-acetylglucosamine-1-phosphate uridyltransferase
cog.000132	arCOG00057	M	GlmS	Glucosamine 6-phosphate synthetase
cog.000190	arCOG00118	M	WecE	Predicted pyridoxal phosphate-dependent enzyme apparently involved in regulation of cell wall biogenesis
cog.000696	arCOG01222	M	TagD	Cytidylyltransferase fused to conserved domain of DUF357 family
cog.000367	arCOG01407	M	RfaG	Glycosyltransferase
cog.000848	arCOG03199	M	AglH/Rfe	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase
cog.000200	arCOG01410	M	AglA	Glycosyltransferase
cog.000098	arCOG01411	M	RfaG	Glycosyltransferase
cog.000210	arCOG01568	M	MscS	Small-conductance mechanosensitive channel
cog.000686	arCOG01369	M	WcaG	Nucleoside-diphosphate-sugar epimerase
cog.000643	arCOG01392	M	WecB	UDP-N-acetylglucosamine 2-epimerase
cog.000114	arCOG00441	N	GvpN	MoxR-like ATPase
cog.000342	arCOG00434	N	-	AAA+ ATPase of MoxR-like family, a component of a putative secretion system
cog.000378	arCOG01817	N	FlaI	ATPase involved in archaellum/pili biosynthesis
cog.000270	arCOG01308	O	Cdc48	ATPase of the AAA+ class , CDC48 family
cog.000071	arCOG01296	O	TrxB	Thioredoxin reductase
cog.000796	arCOG01341	O	GIM5	Predicted prefoldin, molecular chaperone implicated in de novo protein folding
cog.000075	arCOG01972	O	TrxA	Thiol-disulfide isomerase or thioredoxin
cog.000815	arCOG01342	O	GimC	Prefoldin, chaperonin cofactor
cog.000184	arCOG00971	O	PRE1	20S proteasome, alpha subunit
cog.000403	arCOG00970	O	PRE1	20S proteasome, beta subunit
cog.000354	arCOG01257	O	GroEL	Chaperonin GroEL, HSP60 family
cog.000682	arCOG01833	O	IbpA	Molecular chaperone (HSP20 family)
cog.000368	arCOG00347	O	PbaA	20S proteasome assembly factor, ATP-grasp superfamily enzyme
cog.000451	arCOG04142	O	DYS1	Deoxyhypusine synthase
cog.000351	arCOG01306	O	RPT1	ATP-dependent 26S proteasome regulatory subunit
cog.000665	-	O	-	RING finger domain
cog.001024	arCOG01257	O	GroEL	Chaperonin GroEL, HSP60 family
cog.000235	arCOG00065	O	csdA	Selenocysteine lyase/Cysteine desulfurase
cog.001003	arCOG04064	O	RseP	Membrane-associated protease RseP
cog.000636	arCOG00976	O	Pcm	Protein-L-isoaspartate carboxylmethyltransferase
cog.000508	arCOG01576	P	ZntA	Cation transport ATPase
cog.000118	arCOG01578	P	MgtA	Cation transport ATPase
cog.000722	arCOG02763	P	-	Heavy-metal-associated domain (HMA)
cog.000765	arCOG02849	P	ArsA	Oxyanion-translocating ATPase
cog.000030	arCOG00238	P	ArsB	Na+/H+ antiporter NhaD or related arsenite permease
cog.000105	arCOG01773	Q	-	SAM-dependent methyltransferase
cog.000083	arCOG01791	Q	-	SAM-dependent methyltransferase
cog.000127	arCOG00606	R	-	CBS domain
cog.000882	arCOG04179	R	PDCD5	DNA-binding TFAR19-related protein
cog.000388	arCOG02742	R	-	Uncharacterized membrane anchored protein with extracellular vWF domain and Ig-like domain
cog.000773	arCOG00352	R	Nog1	GTP-binding protein, GTP1/Obg family
cog.000987	arCOG00215	R	CinA	Predicted nucleotide-utilizing enzyme related to molybdopterin-biosynthesis enzyme MoeA
cog.007755	arCOG01622	R	MviM	Predicted dehydrogenase
cog.000961	arCOG05836	R	-	RNAse III distant homolog
cog.000933	arCOG00833	R	RimI	Acetyltransferase (GNAT) family
cog.000343	arCOG01145	R	-	Phosphohydrolase, Icc/MPP superfamily
cog.000798	arCOG01622	R	MviM	Predicted dehydrogenase
cog.001250	arCOG00934	R	PflX	Radical SAM superfamily enzyme
cog.000897	arCOG01848	R	WbbJ	Acetyltransferase (isoleucine patch superfamily)
